flag,gender,education,house_val,age,online,customer_psy,occupation,mortgage,region,car_prob,fam_income
Y,M,4. Grad,232333,3_<=35,Y,E,Sales/Service,2Med,Midwest,1,F
Y,F,4. Grad,281841,4_<=45,Y,C,Professional,1Low,Northeast,1,I
N,F,3. Bach,936364,6_<=65,Y,B,Professional,3High,West,1,K
Y,M,1. HS,31889,4_<=45,Y,C,Professional,1Low,South,1,G
Y,M,2. Some College,6976,4_<=45,Y,F,Blue Collar,1Low,Midwest,8,F
N,F,1. HS,,3_<=35,Y,G,Sales/Service,1Low,South,6,C
N,F,1. HS,363787,5_<=55,Y,J,Others,1Low,West,4,E
Y,F,2. Some College,178814,4_<=45,Y,E,Sales/Service,1Low,South,1,F
N,F,4. Grad,2448,4_<=45,Y,E,Professional,2Med,South,3,F
N,U,1. HS,,5_<=55,N,E,Sales/Service,1Low,Northeast,4,B
Y,F,3. Bach,51796,1_Unk,N,D,Others,1Low,South,8,A
Y,M,1. HS,18149,5_<=55,Y,F,Blue Collar,1Low,Northeast,6,G
Y,F,2. Some College,23533,4_<=45,Y,C,Professional,2Med,South,1,H
N,M,2. Some College,,5_<=55,N,G,Blue Collar,1Low,South,9,C
N,F,1. HS,9324,7_>65,Y,I,Retired,1Low,South,5,D
Y,F,. <HS,16576,4_<=45,Y,E,Professional,1Low,South,1,E
Y,F,3. Bach,98756,7_>65,Y,D,Retired,1Low,West,4,E
Y,F,3. Bach,287433,3_<=35,Y,A,Sales/Service,3High,Northeast,5,E
N,F,1. HS,342728,5_<=55,Y,B,Professional,1Low,South,2,A
N,F,1. HS,238624,1_Unk,Y,E,Sales/Service,1Low,West,3,E
N,F,. <HS,15,1_Unk,N,G,Sales/Service,1Low,South,1,A
Y,M,2. Some College,327327,1_Unk,N,I,Professional,2Med,West,2,E
Y,F,2. Some College,352,4_<=45,Y,E,Sales/Service,3High,Northeast,2,E
N,F,3. Bach,383963,5_<=55,Y,C,Professional,2Med,Northeast,3,F
Y,M,1. HS,1474933,3_<=35,Y,E,Professional,1Low,Northeast,3,G
Y,M,3. Bach,488396,5_<=55,Y,B,Others,3High,South,2,F
Y,F,2. Some College,35365,4_<=45,N,C,Professional,1Low,West,2,F
N,M,4. Grad,572495,1_Unk,Y,B,Professional,1Low,Midwest,1,G
Y,M,3. Bach,74853,5_<=55,Y,C,Others,3High,South,1,H
N,M,. <HS,47912,4_<=45,Y,J,Blue Collar,1Low,South,8,E
Y,F,2. Some College,55935,5_<=55,Y,J,Farm,1Low,West,4,D
N,M,1. HS,17125,4_<=45,N,F,Blue Collar,1Low,Midwest,8,F
N,F,3. Bach,374415,4_<=45,N,E,Sales/Service,1Low,Northeast,4,F
N,M,3. Bach,,1_Unk,N,E,Sales/Service,1Low,South,9,G
Y,M,2. Some College,5582,4_<=45,Y,C,Professional,3High,Midwest,2,I
N,F,. <HS,17988,4_<=45,N,I,Professional,1Low,South,8,C
Y,F,1. HS,9136,4_<=45,Y,J,Sales/Service,1Low,South,2,E
Y,M,. <HS,,1_Unk,N,A,Blue Collar,1Low,South,9,F
Y,F,4. Grad,,3_<=35,Y,E,Sales/Service,1Low,West,3,F
N,M,2. Some College,,7_>65,Y,F,Retired,1Low,Midwest,2,E
N,M,3. Bach,619556,1_Unk,Y,B,Professional,1Low,South,7,F
N,M,2. Some College,37278,1_Unk,Y,C,Sales/Service,1Low,South,1,F
N,M,. <HS,323141,3_<=35,N,F,Blue Collar,1Low,South,2,E
Y,F,3. Bach,,4_<=45,Y,C,Professional,1Low,Midwest,3,F
Y,M,. <HS,36465,3_<=35,Y,B,Professional,1Low,Northeast,4,E
N,F,1. HS,1464,1_Unk,N,E,Sales/Service,1Low,Midwest,2,F
Y,M,. <HS,,6_<=65,N,J,Professional,1Low,South,1,C
Y,M,4. Grad,11772,4_<=45,Y,C,Professional,3High,West,1,K
N,M,1. HS,,5_<=55,Y,I,Professional,1Low,South,1,D
Y,M,4. Grad,64638,5_<=55,Y,B,Professional,3High,South,1,L
N,F,1. HS,129753,6_<=65,N,C,Blue Collar,1Low,South,4,B
N,M,1. HS,8523,5_<=55,N,F,Blue Collar,1Low,Midwest,8,D
Y,F,3. Bach,214435,5_<=55,Y,B,Professional,2Med,Midwest,5,F
Y,M,2. Some College,44485,4_<=45,Y,C,Professional,1Low,South,4,E
Y,M,,2153295,1_Unk,Y,B,Others,1Low,South,1,F
N,F,2. Some College,658,6_<=65,Y,J,Sales/Service,1Low,South,1,G
N,F,4. Grad,6,1_Unk,N,G,Professional,1Low,South,9,G
N,F,. <HS,129165,3_<=35,Y,J,Sales/Service,1Low,South,3,F
Y,M,3. Bach,636342,5_<=55,Y,B,Professional,1Low,Northeast,1,K
N,F,3. Bach,181789,5_<=55,Y,J,Professional,1Low,West,5,E
N,M,4. Grad,728159,5_<=55,Y,C,Professional,3High,Rest,1,J
N,F,1. HS,,2_<=25,Y,E,Blue Collar,1Low,Midwest,4,F
Y,M,3. Bach,995524,4_<=45,Y,B,Professional,3High,South,1,H
N,F,1. HS,,3_<=35,N,J,Others,1Low,South,5,B
Y,M,2. Some College,4922,6_<=65,Y,B,Professional,3High,South,2,J
N,F,2. Some College,,5_<=55,Y,G,Sales/Service,1Low,West,9,B
N,M,2. Some College,48941,3_<=35,N,C,Blue Collar,1Low,West,6,F
N,F,1. HS,34799,6_<=65,Y,B,Blue Collar,2Med,Northeast,5,F
N,M,4. Grad,198426,4_<=45,N,B,Blue Collar,3High,Northeast,1,B
Y,F,. <HS,218697,4_<=45,N,E,Sales/Service,1Low,South,2,E
N,F,. <HS,,6_<=65,N,I,Professional,1Low,South,2,C
Y,M,4. Grad,274247,7_>65,Y,B,Professional,2Med,South,1,L
N,F,3. Bach,15294,2_<=25,N,F,Sales/Service,1Low,South,7,C
Y,F,2. Some College,245471,1_Unk,N,F,Sales/Service,1Low,South,3,E
Y,M,4. Grad,934675,5_<=55,Y,B,Professional,3High,West,1,J
N,F,2. Some College,186956,7_>65,Y,E,Sales/Service,1Low,South,4,F
Y,M,3. Bach,243531,6_<=65,Y,E,Professional,2Med,Midwest,2,G
Y,F,3. Bach,13952,6_<=65,Y,E,Blue Collar,1Low,Midwest,7,E
N,M,1. HS,,2_<=25,N,G,Professional,1Low,South,9,A
Y,M,2. Some College,246558,7_>65,Y,D,Retired,1Low,West,2,A
Y,M,1. HS,454421,2_<=25,Y,A,Professional,1Low,West,2,E
N,F,. <HS,,1_Unk,N,G,Sales/Service,1Low,South,9,A
N,F,3. Bach,714625,5_<=55,Y,C,Professional,1Low,South,1,L
Y,F,1. HS,11676,5_<=55,Y,E,Professional,1Low,Northeast,1,E
Y,M,2. Some College,72195,2_<=25,Y,E,Sales/Service,1Low,West,3,E
N,F,2. Some College,,1_Unk,N,F,Sales/Service,1Low,Midwest,8,B
Y,M,2. Some College,,2_<=25,Y,G,Professional,1Low,South,7,E
Y,M,1. HS,17959,5_<=55,Y,E,Blue Collar,1Low,West,4,C
Y,M,3. Bach,25312,6_<=65,Y,G,Professional,1Low,Northeast,5,F
N,F,. <HS,4796,6_<=65,N,J,Professional,1Low,South,2,D
Y,M,1. HS,78789,7_>65,Y,B,Others,1Low,South,1,F
Y,M,. <HS,251659,4_<=45,Y,H,Blue Collar,1Low,South,1,D
N,M,3. Bach,177888,3_<=35,Y,E,Sales/Service,1Low,Midwest,7,D
Y,M,1. HS,148785,4_<=45,N,F,Sales/Service,1Low,West,9,C
Y,F,3. Bach,39342,4_<=45,Y,E,Professional,2Med,West,2,H
Y,M,3. Bach,,5_<=55,Y,E,Sales/Service,1Low,Midwest,2,F
Y,F,3. Bach,336447,6_<=65,Y,B,Professional,2Med,West,2,F
N,M,4. Grad,47115,6_<=65,Y,D,Blue Collar,2Med,Midwest,1,E
N,F,1. HS,82665,7_>65,N,E,Retired,1Low,Northeast,8,B
Y,M,1. HS,28776,7_>65,Y,D,Retired,1Low,Northeast,1,G
N,F,2. Some College,161556,7_>65,Y,C,Retired,2Med,South,4,E
N,U,2. Some College,,1_Unk,Y,G,Sales/Service,1Low,West,9,F
N,M,. <HS,38417,5_<=55,Y,B,Sales/Service,1Low,Midwest,3,G
N,F,. <HS,571596,7_>65,N,B,Retired,1Low,Northeast,1,F
Y,U,1. HS,,1_Unk,Y,G,Sales/Service,1Low,Northeast,8,B
Y,M,1. HS,316797,7_>65,Y,E,Retired,1Low,Northeast,1,I
N,U,. <HS,6,1_Unk,N,G,Others,1Low,Northeast,8,A
Y,M,1. HS,23871,3_<=35,Y,C,Blue Collar,2Med,Northeast,1,E
N,M,. <HS,,1_Unk,N,E,Sales/Service,1Low,South,7,D
Y,M,4. Grad,17538,7_>65,Y,D,Retired,1Low,West,3,I
N,F,. <HS,1669,4_<=45,Y,F,Sales/Service,1Low,South,4,F
Y,F,3. Bach,22128,3_<=35,Y,B,Sales/Service,1Low,Midwest,2,H
Y,F,2. Some College,18761,2_<=25,Y,F,Professional,1Low,West,3,D
N,F,. <HS,,2_<=25,N,G,Sales/Service,1Low,West,8,B
N,M,2. Some College,23176,5_<=55,N,C,Blue Collar,1Low,South,7,K
N,M,1. HS,459914,4_<=45,Y,B,Blue Collar,2Med,Midwest,2,L
N,M,4. Grad,1313,5_<=55,N,G,Professional,1Low,Midwest,2,F
N,F,3. Bach,76773,6_<=65,Y,C,Professional,3High,South,1,C
Y,M,2. Some College,433493,2_<=25,Y,E,Blue Collar,3High,Northeast,3,E
N,M,3. Bach,121,4_<=45,Y,I,Blue Collar,1Low,South,8,F
Y,M,4. Grad,253752,6_<=65,Y,D,Professional,1Low,South,3,I
Y,M,4. Grad,19612,4_<=45,Y,C,Professional,1Low,Northeast,1,J
Y,U,. <HS,1323576,1_Unk,N,C,Professional,1Low,West,6,I
N,F,1. HS,462,5_<=55,Y,B,Sales/Service,1Low,West,1,E
N,F,1. HS,197617,7_>65,N,D,Retired,1Low,Midwest,1,D
N,F,3. Bach,496516,6_<=65,Y,B,Professional,1Low,South,1,A
Y,M,4. Grad,15,5_<=55,N,A,Professional,1Low,Midwest,1,G
Y,M,3. Bach,286626,4_<=45,Y,C,Professional,1Low,South,1,H
Y,M,3. Bach,,1_Unk,Y,E,Others,1Low,South,2,E
N,M,1. HS,291233,6_<=65,Y,J,Sales/Service,1Low,Midwest,2,D
Y,F,1. HS,2464,5_<=55,Y,G,Blue Collar,1Low,South,8,F
N,U,1. HS,1,1_Unk,N,H,Sales/Service,1Low,Northeast,6,C
Y,M,2. Some College,27353,4_<=45,Y,J,Blue Collar,1Low,South,3,H
N,U,1. HS,137634,4_<=45,N,F,Blue Collar,1Low,South,2,E
Y,M,3. Bach,1428,3_<=35,Y,E,Professional,1Low,Northeast,2,F
N,M,. <HS,337856,7_>65,N,C,Retired,1Low,West,1,B
N,M,3. Bach,264314,7_>65,Y,B,Retired,1Low,Midwest,8,E
N,M,. <HS,,7_>65,Y,G,Retired,1Low,West,4,D
N,F,. <HS,,1_Unk,N,E,Sales/Service,1Low,West,9,C
N,F,2. Some College,177452,2_<=25,N,I,Sales/Service,1Low,West,5,E
N,M,1. HS,24879,3_<=35,Y,I,Professional,1Low,West,2,E
N,F,2. Some College,13716,2_<=25,Y,G,Sales/Service,1Low,Northeast,8,A
Y,M,2. Some College,666,2_<=25,Y,C,Sales/Service,1Low,Midwest,2,E
N,M,3. Bach,35474,3_<=35,Y,I,Professional,2Med,Northeast,2,I
N,M,4. Grad,21152,7_>65,Y,F,Sales/Service,1Low,Northeast,3,E
N,M,2. Some College,45363,6_<=65,N,B,Sales/Service,1Low,South,1,E
Y,M,2. Some College,17716,1_Unk,Y,C,Sales/Service,1Low,South,5,D
Y,M,2. Some College,15185,1_Unk,Y,J,Professional,1Low,Midwest,2,F
Y,F,4. Grad,6,1_Unk,Y,G,Professional,1Low,Northeast,1,B
N,M,3. Bach,8175,1_Unk,N,E,Sales/Service,1Low,Northeast,8,D
Y,M,3. Bach,268744,1_Unk,Y,C,Sales/Service,1Low,South,1,F
Y,M,3. Bach,65675,5_<=55,Y,I,Blue Collar,1Low,South,6,E
N,F,1. HS,29212,6_<=65,Y,E,Professional,1Low,South,2,G
Y,M,,436,1_Unk,Y,F,Sales/Service,3High,South,4,C
N,F,4. Grad,,6_<=65,Y,G,Professional,1Low,Northeast,9,B
Y,M,3. Bach,613125,2_<=25,Y,C,Sales/Service,3High,South,2,L
N,F,3. Bach,1464,6_<=65,Y,E,Professional,1Low,South,2,D
N,M,2. Some College,226529,3_<=35,Y,E,Blue Collar,1Low,South,2,H
Y,M,2. Some College,21146,5_<=55,Y,E,Others,2Med,South,1,B
Y,F,1. HS,,5_<=55,Y,I,Blue Collar,1Low,Midwest,8,F
N,F,3. Bach,22672,5_<=55,Y,E,Sales/Service,2Med,West,2,E
N,F,1. HS,129421,5_<=55,Y,G,Blue Collar,1Low,South,2,B
Y,M,1. HS,24678,5_<=55,Y,B,Blue Collar,1Low,Northeast,4,E
Y,M,2. Some College,358677,4_<=45,N,C,Professional,3High,Midwest,2,G
N,F,3. Bach,158662,1_Unk,Y,B,Professional,3High,South,1,K
Y,F,2. Some College,54816,1_Unk,N,A,Sales/Service,1Low,West,9,C
Y,M,4. Grad,66817,3_<=35,Y,C,Professional,3High,South,1,G
Y,M,2. Some College,184962,6_<=65,Y,E,Blue Collar,1Low,Midwest,2,E
N,M,3. Bach,317299,6_<=65,Y,E,Professional,1Low,South,2,B
N,F,4. Grad,17312,6_<=65,Y,B,Sales/Service,2Med,South,1,E
Y,M,1. HS,28784,5_<=55,N,H,Professional,1Low,South,1,E
N,F,3. Bach,85248,4_<=45,Y,B,Professional,1Low,South,1,L
Y,M,4. Grad,6758,4_<=45,Y,C,Professional,3High,West,2,I
Y,F,3. Bach,3624,5_<=55,Y,B,Professional,2Med,South,1,F
N,F,2. Some College,45682,3_<=35,N,D,Professional,1Low,Midwest,2,A
Y,F,3. Bach,5123,3_<=35,Y,C,Professional,1Low,Northeast,1,H
N,M,3. Bach,329267,4_<=45,Y,C,Sales/Service,2Med,Midwest,1,H
Y,F,3. Bach,719928,1_Unk,Y,C,Sales/Service,1Low,West,1,G
Y,M,4. Grad,632,6_<=65,Y,B,Professional,1Low,South,1,J
N,F,3. Bach,2293,5_<=55,Y,C,Blue Collar,2Med,Midwest,1,F
N,F,2. Some College,,1_Unk,N,D,Blue Collar,1Low,Midwest,3,B
Y,M,1. HS,21326,5_<=55,Y,E,Professional,2Med,South,1,G
Y,M,4. Grad,,6_<=65,Y,B,Professional,1Low,South,2,E
N,F,1. HS,372978,7_>65,N,C,Retired,1Low,South,1,K
N,M,4. Grad,33292,7_>65,Y,E,Retired,1Low,Northeast,2,F
Y,M,4. Grad,,3_<=35,Y,C,Professional,1Low,Midwest,4,F
Y,M,1. HS,46785,5_<=55,Y,C,Sales/Service,3High,West,1,D
Y,M,3. Bach,735455,6_<=65,Y,B,Retired,2Med,South,1,J
Y,F,2. Some College,24592,6_<=65,Y,B,Others,1Low,South,1,D
N,F,2. Some College,,3_<=35,Y,F,Professional,1Low,Midwest,3,E
Y,M,2. Some College,15369,4_<=45,Y,B,Professional,2Med,South,1,H
Y,F,2. Some College,692956,6_<=65,Y,B,Professional,2Med,Midwest,3,E
N,F,2. Some College,,1_Unk,Y,H,Retired,1Low,West,5,H
Y,M,2. Some College,,5_<=55,Y,I,Blue Collar,1Low,Midwest,5,F
Y,M,4. Grad,21124,4_<=45,Y,C,Professional,3High,West,1,L
N,F,1. HS,2597,6_<=65,Y,C,Sales/Service,2Med,South,2,F
Y,M,3. Bach,34272,1_Unk,Y,F,Sales/Service,1Low,Northeast,7,E
Y,F,2. Some College,299781,6_<=65,Y,D,Retired,1Low,South,3,C
N,M,1. HS,,4_<=45,Y,H,Sales/Service,1Low,Midwest,9,A
Y,M,2. Some College,,5_<=55,N,J,Professional,1Low,Midwest,1,D
Y,F,2. Some College,283247,2_<=25,Y,C,Sales/Service,2Med,South,3,H
Y,M,,645955,3_<=35,Y,B,Professional,1Low,West,1,H
Y,M,3. Bach,56758,6_<=65,Y,C,Retired,1Low,Midwest,1,L
N,F,2. Some College,,7_>65,Y,D,Retired,1Low,Northeast,1,H
N,F,1. HS,49418,5_<=55,N,G,Blue Collar,1Low,Midwest,9,E
N,F,3. Bach,121927,5_<=55,Y,J,Professional,1Low,Midwest,6,F
Y,F,1. HS,265524,4_<=45,Y,F,Professional,1Low,South,1,I
N,M,1. HS,24323,1_Unk,N,F,Blue Collar,2Med,Northeast,8,E
Y,M,3. Bach,,3_<=35,Y,A,Sales/Service,1Low,South,4,H
Y,M,2. Some College,237129,5_<=55,Y,J,Sales/Service,1Low,South,1,E
Y,M,3. Bach,39656,4_<=45,Y,C,Professional,3High,South,1,I
N,M,1. HS,,7_>65,Y,D,Retired,1Low,South,8,A
Y,M,. <HS,,1_Unk,N,G,Blue Collar,1Low,South,9,A
Y,M,3. Bach,38192,1_Unk,Y,A,Professional,1Low,Midwest,1,K
Y,U,2. Some College,,2_<=25,Y,A,Sales/Service,1Low,South,5,D
Y,F,4. Grad,15636,5_<=55,N,E,Others,1Low,Midwest,2,E
Y,M,3. Bach,199683,3_<=35,Y,F,Professional,2Med,South,1,E
Y,M,2. Some College,53192,4_<=45,N,F,Sales/Service,1Low,West,5,D
Y,M,3. Bach,51774,4_<=45,Y,B,Sales/Service,3High,South,2,K
Y,U,1. HS,2243,1_Unk,Y,C,Blue Collar,1Low,South,1,F
N,M,2. Some College,11975,2_<=25,Y,C,Blue Collar,3High,Northeast,1,F
N,F,1. HS,394165,5_<=55,Y,E,Blue Collar,1Low,Northeast,2,F
N,F,3. Bach,35745,5_<=55,Y,G,Others,1Low,South,1,E
N,M,1. HS,,6_<=65,N,H,Sales/Service,1Low,Northeast,3,D
Y,M,2. Some College,926194,3_<=35,Y,B,Sales/Service,1Low,South,1,L
N,F,3. Bach,1168,5_<=55,Y,I,Professional,1Low,Midwest,5,C
Y,F,3. Bach,292719,5_<=55,Y,B,Professional,2Med,Northeast,4,G
Y,F,2. Some College,12987,6_<=65,N,I,Sales/Service,1Low,Midwest,2,F
N,M,2. Some College,143749,4_<=45,Y,C,Blue Collar,1Low,Midwest,2,F
Y,F,2. Some College,3597,4_<=45,Y,C,Professional,3High,West,2,G
N,M,2. Some College,,2_<=25,Y,E,Blue Collar,1Low,Northeast,5,F
Y,M,2. Some College,182553,4_<=45,Y,H,Professional,2Med,South,4,G
N,F,1. HS,12416,7_>65,Y,C,Sales/Service,1Low,South,3,D
Y,F,3. Bach,33354,3_<=35,Y,C,Sales/Service,1Low,South,1,G
N,F,2. Some College,,6_<=65,N,A,Sales/Service,1Low,Northeast,7,D
N,M,2. Some College,318826,2_<=25,N,G,Blue Collar,1Low,West,2,E
Y,M,3. Bach,271846,6_<=65,N,B,Professional,1Low,Midwest,1,J
Y,M,3. Bach,236355,4_<=45,Y,C,Professional,1Low,South,1,H
N,M,4. Grad,37947,3_<=35,Y,C,Professional,3High,Midwest,2,E
Y,U,3. Bach,42469,2_<=25,Y,E,Sales/Service,2Med,West,2,G
N,M,1. HS,1451,6_<=65,Y,F,Blue Collar,1Low,Midwest,8,A
N,F,4. Grad,618923,3_<=35,N,E,Professional,1Low,West,3,G
N,F,3. Bach,174487,5_<=55,N,J,Professional,1Low,South,1,F
N,F,3. Bach,1459,4_<=45,Y,B,Professional,1Low,South,2,E
N,M,4. Grad,6931,1_Unk,Y,G,Sales/Service,1Low,Northeast,5,E
N,F,1. HS,47137,7_>65,N,D,Retired,1Low,West,2,C
Y,F,1. HS,5668,1_Unk,Y,C,Professional,1Low,Midwest,1,C
N,F,1. HS,1443,5_<=55,Y,C,Professional,1Low,Midwest,1,F
N,F,4. Grad,,3_<=35,Y,G,Sales/Service,1Low,Northeast,3,C
N,F,2. Some College,119749,3_<=35,Y,A,Blue Collar,1Low,Northeast,1,L
N,F,1. HS,8224,6_<=65,N,G,Blue Collar,1Low,West,9,E
Y,M,1. HS,14566,7_>65,Y,F,Professional,1Low,Midwest,8,D
Y,F,4. Grad,18297,5_<=55,Y,A,Professional,1Low,Midwest,1,I
N,M,4. Grad,168733,7_>65,Y,I,Retired,1Low,Midwest,4,F
Y,M,2. Some College,38262,7_>65,Y,D,Retired,1Low,South,3,G
N,M,1. HS,179523,6_<=65,Y,D,Retired,1Low,South,5,C
Y,F,4. Grad,41265,3_<=35,Y,C,Professional,3High,South,1,H
N,F,2. Some College,11424,4_<=45,N,G,Sales/Service,1Low,Midwest,3,B
Y,M,3. Bach,42652,1_Unk,Y,B,Others,2Med,West,5,F
N,M,3. Bach,175184,5_<=55,Y,C,Professional,1Low,South,6,G
N,M,2. Some College,,4_<=45,N,J,Blue Collar,1Low,Midwest,3,D
Y,M,1. HS,161374,7_>65,Y,B,Professional,1Low,South,3,E
Y,F,2. Some College,28558,2_<=25,Y,B,Blue Collar,2Med,Northeast,3,F
Y,F,4. Grad,67617,5_<=55,N,C,Professional,1Low,Northeast,1,G
Y,F,3. Bach,35871,5_<=55,Y,E,Professional,1Low,South,1,I
Y,M,2. Some College,151924,5_<=55,N,G,Professional,1Low,South,1,C
N,F,. <HS,,1_Unk,N,I,Sales/Service,1Low,South,9,A
N,M,3. Bach,239276,3_<=35,Y,F,Blue Collar,1Low,West,8,D
Y,F,3. Bach,75864,2_<=25,Y,B,Sales/Service,1Low,Midwest,4,G
Y,F,4. Grad,859792,1_Unk,N,B,Sales/Service,3High,West,8,K
Y,M,1. HS,461854,5_<=55,Y,B,Professional,2Med,West,1,G
N,F,2. Some College,728447,7_>65,Y,B,Retired,1Low,West,3,K
Y,F,3. Bach,22289,5_<=55,Y,B,Professional,1Low,South,5,F
Y,M,2. Some College,466956,2_<=25,Y,C,Blue Collar,3High,West,1,L
Y,M,2. Some College,51557,1_Unk,N,A,Professional,3High,Midwest,3,D
N,M,3. Bach,24828,7_>65,Y,H,Professional,1Low,South,1,E
Y,M,3. Bach,64353,3_<=35,Y,B,Sales/Service,1Low,South,2,E
N,M,2. Some College,59514,7_>65,Y,D,Professional,1Low,South,1,D
Y,F,1. HS,23714,1_Unk,N,F,Sales/Service,1Low,Northeast,7,E
N,M,. <HS,62559,4_<=45,Y,F,Blue Collar,1Low,Midwest,9,E
Y,M,4. Grad,117529,5_<=55,Y,C,Professional,1Low,West,3,I
N,F,1. HS,,6_<=65,N,G,Sales/Service,1Low,Northeast,3,D
Y,M,3. Bach,332221,4_<=45,Y,B,Professional,3High,South,1,E
N,M,2. Some College,1176,2_<=25,N,F,Blue Collar,1Low,Midwest,8,D
N,M,1. HS,16726,7_>65,Y,C,Retired,2Med,Midwest,2,E
Y,F,2. Some College,598137,6_<=65,Y,B,Professional,1Low,Northeast,1,L
N,M,3. Bach,221313,1_Unk,N,A,Sales/Service,1Low,West,8,E
Y,F,4. Grad,848728,5_<=55,Y,B,Professional,2Med,South,1,J
Y,M,2. Some College,51613,7_>65,Y,E,Retired,1Low,South,2,F
N,F,1. HS,,5_<=55,N,D,Sales/Service,1Low,South,3,A
Y,F,1. HS,33354,5_<=55,Y,E,Professional,2Med,Northeast,2,G
N,F,1. HS,15,3_<=35,N,G,Sales/Service,1Low,South,8,E
N,F,2. Some College,315424,5_<=55,Y,C,Professional,1Low,South,6,I
N,F,3. Bach,,7_>65,Y,H,Professional,1Low,Northeast,7,F
N,M,1. HS,6694,7_>65,Y,J,Blue Collar,1Low,Midwest,7,E
Y,M,3. Bach,17987,6_<=65,Y,B,Professional,1Low,Northeast,1,G
Y,M,3. Bach,318628,5_<=55,Y,C,Professional,2Med,South,1,G
Y,M,2. Some College,29483,5_<=55,N,B,Others,1Low,West,1,F
N,M,. <HS,7599,1_Unk,Y,A,Blue Collar,1Low,Midwest,3,E
N,F,1. HS,,1_Unk,N,G,Professional,1Low,South,2,D
Y,F,3. Bach,27795,5_<=55,Y,E,Professional,3High,South,5,H
N,M,. <HS,32967,3_<=35,N,F,Sales/Service,1Low,West,8,F
Y,M,4. Grad,88944,5_<=55,N,B,Professional,1Low,West,1,E
Y,F,4. Grad,241363,5_<=55,Y,I,Professional,1Low,West,4,E
N,U,1. HS,5875,1_Unk,N,F,Blue Collar,1Low,South,8,E
N,M,2. Some College,453222,6_<=65,N,C,Professional,1Low,Midwest,1,G
Y,M,2. Some College,514392,5_<=55,Y,C,Farm,1Low,South,3,C
N,F,3. Bach,9252,7_>65,N,D,Retired,1Low,South,5,F
N,F,3. Bach,744775,2_<=25,N,B,Professional,1Low,Northeast,1,L
Y,M,1. HS,224413,6_<=65,Y,B,Professional,2Med,South,3,G
N,M,4. Grad,142245,6_<=65,N,F,Professional,1Low,South,2,D
N,F,3. Bach,3847,4_<=45,Y,C,Professional,2Med,South,1,K
N,F,3. Bach,2725,4_<=45,Y,C,Professional,3High,Northeast,7,G
Y,F,2. Some College,476766,4_<=45,Y,C,Professional,3High,South,1,I
Y,F,3. Bach,5562,5_<=55,Y,C,Professional,2Med,Northeast,1,D
Y,F,3. Bach,296425,3_<=35,Y,B,Professional,2Med,Midwest,2,H
N,M,3. Bach,112924,1_Unk,Y,C,Retired,1Low,Midwest,7,E
Y,M,2. Some College,,5_<=55,Y,A,Professional,1Low,South,3,F
Y,M,2. Some College,446355,6_<=65,Y,B,Professional,3High,Northeast,5,I
N,F,2. Some College,42418,5_<=55,Y,J,Blue Collar,1Low,Midwest,8,A
Y,M,2. Some College,,1_Unk,Y,A,Professional,1Low,Midwest,8,E
N,F,2. Some College,157417,2_<=25,Y,E,Blue Collar,1Low,Northeast,2,E
N,M,1. HS,,6_<=65,Y,B,Blue Collar,1Low,South,5,C
N,F,1. HS,14616,5_<=55,N,J,Professional,1Low,South,2,F
N,U,2. Some College,,1_Unk,N,E,Sales/Service,1Low,South,9,E
N,M,3. Bach,85772,7_>65,Y,J,Retired,1Low,Midwest,3,I
Y,M,2. Some College,216757,7_>65,Y,F,Professional,1Low,Northeast,3,I
N,M,2. Some College,324983,3_<=35,N,E,Professional,2Med,West,8,E
N,M,1. HS,13789,5_<=55,N,E,Blue Collar,1Low,South,6,H
N,M,2. Some College,12479,7_>65,Y,D,Others,1Low,South,4,D
Y,M,3. Bach,57225,3_<=35,Y,C,Professional,3High,South,2,K
N,F,3. Bach,317724,7_>65,N,C,Professional,2Med,South,1,H
Y,F,. <HS,198412,5_<=55,Y,B,Professional,1Low,Northeast,1,I
N,M,4. Grad,,6_<=65,N,G,Sales/Service,1Low,West,3,F
N,F,1. HS,,5_<=55,Y,G,Professional,1Low,Northeast,5,K
Y,F,4. Grad,359525,4_<=45,Y,D,Professional,3High,South,2,D
N,F,2. Some College,,3_<=35,N,E,Sales/Service,1Low,Midwest,4,D
N,M,4. Grad,,6_<=65,Y,H,Professional,1Low,Northeast,1,F
Y,M,4. Grad,464994,7_>65,Y,B,Professional,2Med,Northeast,5,G
N,F,1. HS,,1_Unk,N,H,Blue Collar,1Low,Rest,5,E
Y,M,. <HS,,7_>65,N,A,Retired,1Low,South,3,D
N,M,3. Bach,29491,6_<=65,N,C,Sales/Service,2Med,South,1,F
N,F,2. Some College,359656,1_Unk,Y,E,Sales/Service,3High,West,2,G
N,M,1. HS,144697,6_<=65,Y,F,Blue Collar,1Low,Midwest,5,E
Y,M,3. Bach,45671,5_<=55,N,C,Professional,1Low,Midwest,5,K
Y,M,4. Grad,157548,2_<=25,Y,F,Sales/Service,1Low,Midwest,1,E
N,F,. <HS,192472,1_Unk,N,F,Sales/Service,1Low,South,9,D
Y,F,3. Bach,32362,5_<=55,Y,I,Professional,1Low,South,1,F
N,M,1. HS,,1_Unk,N,J,Sales/Service,1Low,South,6,C
N,U,,166198,1_Unk,N,F,Sales/Service,1Low,West,5,F
N,F,1. HS,728,3_<=35,N,J,Blue Collar,1Low,South,9,C
